application_id,student_id,org_id,applied_on,status,matching_score,student_projects,org_required_skills,org_required_domains
A00300,S0452,O051,2026-03-25,Applied,0.0,News summarizer;Virtual lab for circuits;Chatbot for student queries,Docker;JavaScript;GCP,Business Analytics
A00301,S0132,O034,2026-04-03,Rejected,25.0,Image classifier for plant disease;E-commerce website,Azure;iOS;Node.js;Flutter,Data Science;Machine Learning;NLP
A00302,S0124,O022,2025-10-28,Applied,33.3,Chatbot for student queries,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00303,S0031,O026,2025-11-28,Rejected,33.3,Predictive maintenance for machines;Automated essay grader,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00304,S0223,O003,2026-03-29,Applied,0.0,Sentiment analysis for reviews;Energy optimization dashboard,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00305,S0100,O038,2026-02-07,Applied,25.0,Chatbot for student queries;Expense tracker app;Real-time object detection,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00306,S0368,O017,2025-12-05,Rejected,28.6,News summarizer,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00307,S0258,O013,2026-02-07,Applied,0.0,Health monitoring wearable;Smart traffic signal system,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00308,S0091,O021,2025-11-17,Applied,0.0,Chatbot for student queries,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00309,S0409,O059,2026-02-28,Rejected,20.0,Real-time object detection,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00310,S0153,O026,2025-10-25,Shortlisted,0.0,Smart traffic signal system;Automated essay grader,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00311,S0170,O022,2025-10-03,Applied,0.0,Smart traffic signal system;Chatbot for student queries,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00312,S0228,O060,2025-11-29,Interview,33.3,Smart traffic signal system;Attendance app using face recognition,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00313,S0202,O024,2026-01-12,Shortlisted,40.0,Sentiment analysis for reviews;E-commerce website;Image classifier for plant disease,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00314,S0181,O006,2025-12-22,Rejected,0.0,Crop yield predictor,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00315,S0082,O014,2026-02-11,Applied,20.0,Health monitoring wearable,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00316,S0423,O001,2026-02-19,Applied,0.0,E-commerce website;Chatbot for student queries,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00317,S0480,O022,2026-04-04,Applied,0.0,Recommendation system for courses;Resume parser,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00318,S0022,O032,2026-02-28,Interview,14.3,News summarizer;Recommendation system for courses;Attendance app using face recognition;Sentiment analysis for reviews,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00319,S0375,O002,2026-03-09,Accepted,0.0,Expense tracker app;Predictive maintenance for machines,Flutter;TensorFlow;Node.js,Web Development
A00320,S0053,O057,2025-11-18,Applied,0.0,News summarizer,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00321,S0043,O007,2026-01-16,Interview,0.0,Chatbot for student queries;Smart traffic signal system,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00322,S0482,O025,2025-10-14,Shortlisted,0.0,Inventory management tool;Sentiment analysis for reviews;Health monitoring wearable,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00323,S0352,O002,2025-10-26,Applied,0.0,News summarizer;Automated essay grader,Flutter;TensorFlow;Node.js,Web Development
A00324,S0152,O046,2026-01-11,Interview,0.0,Sentiment analysis for reviews;Attendance app using face recognition;Expense tracker app,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00325,S0028,O044,2026-03-18,Applied,0.0,Inventory management tool;Crop yield predictor;IoT-based smart irrigation,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00326,S0325,O002,2026-01-01,Interview,0.0,Chatbot for student queries,Flutter;TensorFlow;Node.js,Web Development
A00327,S0190,O059,2025-11-18,Applied,20.0,Recommendation system for courses;Attendance app using face recognition,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00328,S0471,O060,2025-11-27,Interview,33.3,Health monitoring wearable;Blockchain-based certificate verification,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00329,S0043,O044,2025-11-04,Accepted,0.0,Chatbot for student queries;Smart traffic signal system,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00330,S0458,O006,2026-03-09,Applied,0.0,IoT-based smart irrigation,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00331,S0225,O058,2025-12-09,Interview,16.7,Blockchain-based certificate verification;Resume parser,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00332,S0461,O037,2025-12-20,Rejected,20.0,Resume parser;Virtual lab for circuits,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00333,S0031,O001,2025-10-30,Offered,0.0,Predictive maintenance for machines;Automated essay grader,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00334,S0389,O052,2026-03-18,Rejected,40.0,Smart traffic signal system,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00335,S0041,O021,2025-10-18,Applied,0.0,Resume parser,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00336,S0442,O047,2025-11-05,Rejected,25.0,Resume parser;Virtual lab for circuits,Flask;Linux;GCP;MongoDB,Mobile App;Cybersecurity
A00337,S0178,O052,2026-03-06,Interview,0.0,Inventory management tool;Crop yield predictor,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00338,S0302,O017,2026-01-10,Shortlisted,0.0,Real-time object detection;Attendance app using face recognition;Crop yield predictor,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00339,S0317,O022,2025-09-28,Applied,33.3,Health monitoring wearable;Expense tracker app;Virtual lab for circuits;Real-time object detection,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00340,S0023,O054,2026-01-24,Applied,25.0,IoT-based smart irrigation;Energy optimization dashboard,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00341,S0227,O046,2025-11-07,Offered,14.3,Energy optimization dashboard,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00342,S0238,O039,2026-02-07,Applied,0.0,News summarizer;Resume parser,React;R;Pandas;PyTorch,NLP;DevOps
A00343,S0182,O046,2026-03-29,Shortlisted,0.0,Virtual lab for circuits;E-commerce website;Crop yield predictor,SolidWorks;JavaScript;Node.js;iOS;Django;Scikit-learn;MongoDB,Biotech;IoT
A00344,S0188,O042,2025-09-27,Rejected,0.0,Crop yield predictor;Attendance app using face recognition;Virtual lab for circuits;Smart traffic signal system,Docker;Flutter;React,UI/UX;IoT
A00345,S0342,O049,2025-10-06,Applied,28.6,Recommendation system for courses;Predictive maintenance for machines;Real-time object detection,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00346,S0202,O019,2026-03-12,Shortlisted,33.3,Sentiment analysis for reviews;E-commerce website;Image classifier for plant disease,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00347,S0497,O020,2026-04-05,Interview,33.3,Energy optimization dashboard,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00348,S0105,O045,2026-02-15,Applied,20.0,Virtual lab for circuits,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00349,S0143,O023,2025-10-22,Rejected,0.0,Inventory management tool;Predictive maintenance for machines;Crop yield predictor;Blockchain-based certificate verification,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00350,S0450,O014,2026-01-07,Applied,0.0,Recommendation system for courses;Crop yield predictor;Sentiment analysis for reviews,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00351,S0314,O045,2026-04-02,Applied,0.0,Health monitoring wearable,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00352,S0037,O035,2025-12-05,Shortlisted,0.0,Virtual lab for circuits;Sentiment analysis for reviews,SQL;Django;Android;Node.js;Java,Finance
A00353,S0466,O007,2025-11-15,Accepted,20.0,Resume parser;Energy optimization dashboard;E-commerce website,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00354,S0173,O057,2026-02-24,Shortlisted,50.0,Inventory management tool;Real-time object detection;Blockchain-based certificate verification,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00355,S0090,O035,2025-12-20,Applied,20.0,Recommendation system for courses;Sentiment analysis for reviews,SQL;Django;Android;Node.js;Java,Finance
A00356,S0385,O016,2025-12-24,Interview,14.3,Resume parser;News summarizer,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00357,S0175,O010,2025-10-01,Applied,14.3,Attendance app using face recognition,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00358,S0037,O003,2025-10-05,Applied,0.0,Virtual lab for circuits;Sentiment analysis for reviews,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00359,S0250,O037,2026-02-14,Applied,60.0,Image classifier for plant disease,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00360,S0010,O026,2026-02-13,Applied,16.7,News summarizer;E-commerce website;Virtual lab for circuits;Recommendation system for courses,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00361,S0468,O059,2026-02-07,Applied,0.0,Chatbot for student queries;Predictive maintenance for machines,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00362,S0280,O025,2026-03-22,Applied,0.0,Chatbot for student queries;Resume parser;IoT-based smart irrigation;Sentiment analysis for reviews,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00363,S0135,O003,2026-04-07,Interview,50.0,Inventory management tool;Blockchain-based certificate verification,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00364,S0124,O031,2026-01-26,Applied,0.0,Chatbot for student queries,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00365,S0349,O009,2026-03-22,Rejected,0.0,Image classifier for plant disease;Predictive maintenance for machines,SQL;Django;Node.js;Linux,Digital Marketing
A00366,S0112,O043,2025-11-08,Shortlisted,25.0,Predictive maintenance for machines;Virtual lab for circuits,JavaScript;MATLAB;HTML;Tableau,Cloud Computing;IoT;Digital Marketing;DevOps
A00367,S0148,O020,2026-02-15,Interview,0.0,Resume parser;Crop yield predictor,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00368,S0192,O056,2025-11-16,Applied,50.0,Smart traffic signal system;Health monitoring wearable;E-commerce website,GCP;Docker;Django;iOS;Figma;TensorFlow,Blockchain
A00369,S0202,O032,2026-01-15,Applied,14.3,Sentiment analysis for reviews;E-commerce website;Image classifier for plant disease,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00370,S0435,O055,2025-10-30,Applied,50.0,IoT-based smart irrigation;Inventory management tool,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00371,S0005,O014,2025-10-31,Shortlisted,0.0,Inventory management tool,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00372,S0425,O001,2025-10-08,Applied,20.0,Chatbot for student queries;Crop yield predictor,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00373,S0195,O021,2025-11-24,Applied,25.0,Crop yield predictor;Sentiment analysis for reviews;Energy optimization dashboard,CSS;JavaScript;Tableau;Kubernetes,UI/UX;Embedded Systems;Data Science;NLP
A00374,S0201,O012,2025-12-02,Applied,25.0,Virtual lab for circuits,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00375,S0276,O017,2025-11-06,Shortlisted,0.0,Real-time object detection;IoT-based smart irrigation;E-commerce website,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00376,S0322,O012,2026-03-08,Rejected,25.0,Smart traffic signal system,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00377,S0360,O050,2025-10-28,Applied,0.0,Predictive maintenance for machines;Crop yield predictor;Expense tracker app,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A00378,S0114,O020,2025-12-13,Offered,0.0,Resume parser;News summarizer;Sentiment analysis for reviews;E-commerce website,PowerBI;Keras;React;Node.js;MATLAB;Django,Digital Marketing;Machine Learning;Data Science;Mobile App
A00379,S0036,O001,2026-03-27,Interview,0.0,News summarizer,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00380,S0293,O003,2026-03-03,Rejected,0.0,Predictive maintenance for machines,Excel;Figma;Android;Tableau,Machine Learning;Civil Engineering
A00381,S0216,O054,2026-03-12,Applied,0.0,Virtual lab for circuits,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00382,S0126,O001,2026-03-02,Interview,20.0,Smart traffic signal system;Image classifier for plant disease,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00383,S0277,O036,2026-01-03,Shortlisted,20.0,IoT-based smart irrigation,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00384,S0125,O001,2025-10-28,Rejected,20.0,Energy optimization dashboard;Sentiment analysis for reviews,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00385,S0060,O006,2025-12-27,Applied,0.0,E-commerce website;Crop yield predictor,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00386,S0113,O051,2025-10-24,Shortlisted,33.3,Sentiment analysis for reviews,Docker;JavaScript;GCP,Business Analytics
A00387,S0004,O019,2026-03-12,Applied,0.0,Automated essay grader;News summarizer,Django;SQL;Keras;Flutter;Android;TensorFlow,Machine Learning;Cybersecurity;Web Development;Mechanical Design
A00388,S0500,O060,2026-01-14,Applied,0.0,Virtual lab for circuits,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00389,S0449,O037,2026-02-09,Interview,40.0,Sentiment analysis for reviews;Attendance app using face recognition;E-commerce website,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00390,S0279,O029,2025-12-11,Offered,28.6,Smart traffic signal system,Azure;Kubernetes;AWS;Figma;Django;CSS;PowerBI,Machine Learning;NLP;IoT;Cloud Computing
A00391,S0441,O012,2025-10-12,Applied,25.0,Inventory management tool,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00392,S0378,O038,2026-04-05,Applied,25.0,Real-time object detection,Docker;PyTorch;Django;Android,Mechanical Design;Data Science;Electrical Systems
A00393,S0086,O026,2025-10-01,Applied,0.0,Health monitoring wearable;Chatbot for student queries;Predictive maintenance for machines,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00394,S0432,O016,2026-01-05,Interview,14.3,E-commerce website;Inventory management tool,Linux;Node.js;Android;SQL;CSS;Azure;PyTorch,Finance;Biotech;Digital Marketing;DevOps
A00395,S0452,O012,2025-09-22,Rejected,25.0,News summarizer;Virtual lab for circuits;Chatbot for student queries,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00396,S0073,O030,2025-12-23,Applied,28.6,Smart traffic signal system;Chatbot for student queries,Keras;Tableau;Java;Flutter;MATLAB;HTML;Python,Embedded Systems;Finance;Computer Vision;Electrical Systems
A00397,S0096,O005,2025-11-24,Applied,0.0,Resume parser,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00398,S0238,O057,2025-09-26,Interview,0.0,News summarizer;Resume parser,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00399,S0065,O001,2026-01-11,Applied,0.0,Recommendation system for courses,MATLAB;MongoDB;PyTorch;Java;Docker,Blockchain
A00400,S0411,O023,2025-10-31,Applied,14.3,Attendance app using face recognition;Crop yield predictor,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00401,S0385,O036,2025-09-21,Applied,20.0,Resume parser;News summarizer,Docker;GCP;C++;Flutter;PowerBI,Digital Marketing;IoT;Embedded Systems
A00402,S0221,O045,2025-11-02,Applied,20.0,Chatbot for student queries,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00403,S0408,O039,2026-03-24,Interview,0.0,Recommendation system for courses;Real-time object detection;News summarizer,React;R;Pandas;PyTorch,NLP;DevOps
A00404,S0035,O023,2026-02-01,Interview,28.6,Expense tracker app;Resume parser;IoT-based smart irrigation,TensorFlow;Python;AWS;Flask;Tableau;PowerBI;Pandas,Mobile App;Machine Learning
A00405,S0268,O037,2026-01-23,Interview,40.0,IoT-based smart irrigation;Resume parser;Blockchain-based certificate verification;Inventory management tool,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00406,S0352,O024,2026-02-11,Applied,20.0,News summarizer;Automated essay grader,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00407,S0055,O050,2025-10-18,Shortlisted,0.0,Expense tracker app,SolidWorks;Flutter;Verilog;AWS;SQL;Tableau,Mobile App;Embedded Systems;Blockchain;Cybersecurity
A00408,S0109,O035,2025-12-24,Applied,0.0,Automated essay grader,SQL;Django;Android;Node.js;Java,Finance
A00409,S0282,O006,2026-03-25,Shortlisted,0.0,Real-time object detection,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00410,S0161,O037,2026-03-30,Applied,40.0,Attendance app using face recognition;Recommendation system for courses,Flask;Node.js;Docker;MATLAB;JavaScript,IoT;Electrical Systems;Embedded Systems
A00411,S0499,O031,2025-11-01,Interview,0.0,Sentiment analysis for reviews;Image classifier for plant disease;IoT-based smart irrigation,R;Azure;Linux;Keras,NLP;Blockchain;Biotech
A00412,S0049,O025,2026-02-09,Shortlisted,25.0,Smart traffic signal system,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00413,S0363,O004,2026-03-31,Accepted,14.3,Real-time object detection;Smart traffic signal system;Virtual lab for circuits;Attendance app using face recognition,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00414,S0174,O059,2025-11-19,Applied,0.0,News summarizer;IoT-based smart irrigation;Sentiment analysis for reviews,TensorFlow;Docker;MongoDB;JavaScript;Pandas,Machine Learning
A00415,S0392,O052,2026-03-18,Shortlisted,20.0,Crop yield predictor;Automated essay grader;Attendance app using face recognition,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00416,S0111,O005,2026-02-07,Rejected,16.7,Resume parser;Predictive maintenance for machines;Inventory management tool;Recommendation system for courses,SolidWorks;JavaScript;PyTorch;MongoDB;Java;R,UI/UX;Civil Engineering
A00417,S0312,O010,2026-01-28,Rejected,28.6,Attendance app using face recognition;Predictive maintenance for machines,Tableau;Flutter;AWS;Django;NumPy;HTML;Docker,Finance
A00418,S0246,O058,2025-11-03,Offered,0.0,Sentiment analysis for reviews;Inventory management tool;News summarizer,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00419,S0142,O022,2025-12-08,Rejected,0.0,Image classifier for plant disease;Virtual lab for circuits;Blockchain-based certificate verification,Azure;R;Excel,Data Science;IoT;Machine Learning;Blockchain
A00420,S0337,O007,2026-01-29,Applied,0.0,Virtual lab for circuits;Predictive maintenance for machines;Automated essay grader,Android;Java;PyTorch;Azure;NumPy,DevOps;Digital Marketing;IoT;NLP
A00421,S0370,O049,2026-01-20,Applied,0.0,Energy optimization dashboard;Automated essay grader;Crop yield predictor,Flutter;MongoDB;SQL;Android;Keras;React;Python,Computer Vision;Web Development
A00422,S0028,O012,2026-02-08,Applied,0.0,Inventory management tool;Crop yield predictor;IoT-based smart irrigation,TensorFlow;Pandas;PowerBI;SQL,Computer Vision;Web Development;Embedded Systems;UI/UX
A00423,S0151,O035,2025-10-22,Shortlisted,0.0,IoT-based smart irrigation;Chatbot for student queries;Predictive maintenance for machines,SQL;Django;Android;Node.js;Java,Finance
A00424,S0430,O015,2025-10-24,Interview,0.0,Sentiment analysis for reviews;Real-time object detection,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00425,S0080,O004,2025-11-23,Applied,0.0,Virtual lab for circuits,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00426,S0143,O032,2025-11-30,Interview,0.0,Inventory management tool;Predictive maintenance for machines;Crop yield predictor;Blockchain-based certificate verification,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00427,S0375,O009,2026-03-30,Rejected,0.0,Expense tracker app;Predictive maintenance for machines,SQL;Django;Node.js;Linux,Digital Marketing
A00428,S0383,O008,2025-10-06,Applied,50.0,Resume parser;Virtual lab for circuits,PowerBI;R;PyTorch;CSS,Mobile App;NLP
A00429,S0489,O024,2026-02-14,Shortlisted,40.0,Inventory management tool;Virtual lab for circuits,PowerBI;Java;Django;Docker;CSS,Data Science;Embedded Systems;Digital Marketing
A00430,S0101,O045,2025-09-22,Interview,0.0,Resume parser;Chatbot for student queries;E-commerce website,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00431,S0377,O041,2026-03-27,Applied,16.7,Health monitoring wearable;Real-time object detection;Virtual lab for circuits,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A00432,S0019,O041,2025-11-12,Rejected,33.3,Recommendation system for courses,AWS;Scikit-learn;Django;Azure;JavaScript;CSS,Electrical Systems
A00433,S0142,O060,2026-03-21,Interview,0.0,Image classifier for plant disease;Virtual lab for circuits;Blockchain-based certificate verification,Excel;PowerBI;Android,Embedded Systems;Mobile App;Machine Learning;Business Analytics
A00434,S0113,O055,2025-10-23,Applied,0.0,Sentiment analysis for reviews,Flask;Python;MATLAB;Keras,UI/UX;Blockchain;Mechanical Design;Web Development
A00435,S0225,O032,2025-12-20,Offered,14.3,Blockchain-based certificate verification;Resume parser,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00436,S0066,O045,2025-10-16,Applied,0.0,Virtual lab for circuits,PyTorch;Scikit-learn;Excel;Azure;C++,Cybersecurity;NLP;Electrical Systems
A00437,S0368,O013,2025-09-30,Rejected,16.7,News summarizer,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00438,S0389,O009,2026-01-26,Applied,0.0,Smart traffic signal system,SQL;Django;Node.js;Linux,Digital Marketing
A00439,S0172,O057,2025-10-02,Applied,25.0,Energy optimization dashboard;E-commerce website,React;Flutter;PyTorch;Java,Biotech;Web Development;Computer Vision
A00440,S0203,O013,2025-09-20,Interview,0.0,Health monitoring wearable;Energy optimization dashboard,Docker;Java;Django;Flask;Verilog;React,Mechanical Design;Digital Marketing
A00441,S0423,O004,2025-12-17,Interview,28.6,E-commerce website;Chatbot for student queries,CSS;R;SQL;Azure;Keras;Android;C++,NLP;Computer Vision;Machine Learning;Finance
A00442,S0305,O015,2026-01-10,Applied,25.0,Health monitoring wearable,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00443,S0183,O026,2026-02-16,Applied,16.7,Predictive maintenance for machines,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00444,S0276,O015,2025-10-23,Interview,50.0,Real-time object detection;IoT-based smart irrigation;E-commerce website,NumPy;Verilog;Flask;C++,UI/UX;Data Science
A00445,S0351,O002,2026-03-05,Applied,33.3,Inventory management tool,Flutter;TensorFlow;Node.js,Web Development
A00446,S0307,O006,2026-01-04,Interview,0.0,Resume parser;Real-time object detection,Scikit-learn;SQL;React;Azure;Android,Digital Marketing
A00447,S0417,O044,2026-03-29,Applied,25.0,Virtual lab for circuits;Recommendation system for courses,R;Scikit-learn;MongoDB;SQL,Mechanical Design;Computer Vision
A00448,S0153,O025,2026-02-22,Applied,0.0,Smart traffic signal system;Automated essay grader,HTML;R;GCP;TensorFlow,Biotech;Civil Engineering;IoT;Mobile App
A00449,S0484,O011,2026-02-16,Interview,0.0,Health monitoring wearable,Flask;GCP;Python;Pandas;Azure,Mechanical Design;Finance;Blockchain
A00450,S0272,O014,2025-10-20,Rejected,20.0,Image classifier for plant disease;Health monitoring wearable;Chatbot for student queries;Attendance app using face recognition,C++;Docker;PowerBI;PyTorch;Django,Blockchain;Computer Vision
A00451,S0015,O017,2025-11-22,Offered,14.3,Automated essay grader;Health monitoring wearable;Sentiment analysis for reviews,C++;GCP;JavaScript;Figma;React;Keras;Flutter,UI/UX;Digital Marketing
A00452,S0380,O035,2025-11-29,Applied,20.0,E-commerce website;Virtual lab for circuits,SQL;Django;Android;Node.js;Java,Finance
A00453,S0199,O026,2025-10-31,Applied,16.7,IoT-based smart irrigation;Crop yield predictor,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00454,S0042,O052,2025-11-10,Rejected,0.0,Smart traffic signal system,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
A00455,S0215,O032,2025-09-23,Shortlisted,28.6,Resume parser;Blockchain-based certificate verification;Recommendation system for courses,MATLAB;Figma;PyTorch;Excel;Keras;Node.js;Android,Machine Learning;Computer Vision;IoT
A00456,S0188,O026,2026-02-09,Rejected,16.7,Crop yield predictor;Attendance app using face recognition;Virtual lab for circuits;Smart traffic signal system,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00457,S0497,O054,2026-01-04,Offered,50.0,Energy optimization dashboard,MATLAB;Node.js;C++;Android,Data Science;Business Analytics
A00458,S0465,O026,2026-01-15,Rejected,16.7,Expense tracker app,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00459,S0450,O058,2025-09-30,Applied,16.7,Recommendation system for courses;Crop yield predictor;Sentiment analysis for reviews,AWS;Django;SQL;Pandas;Scikit-learn;PowerBI,Finance;Civil Engineering;DevOps;Mobile App
A00460,S0359,O026,2025-10-29,Applied,50.0,Recommendation system for courses;Health monitoring wearable;Automated essay grader,Flask;Linux;Figma;C++;Keras;Docker,Web Development;Mechanical Design;Civil Engineering;UI/UX
A00461,S0263,O052,2025-12-29,Applied,20.0,Automated essay grader;Smart traffic signal system;Recommendation system for courses,React;Verilog;Kubernetes;SolidWorks;Android,Biotech;Business Analytics;NLP;UI/UX
